item_id,definition,language,form,type,category,lexical_category,lexical_class,uni_lemma,complexity_category,num_item_id
item_547,nuevo,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,new,,547
item_548,oscuro,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,dark,,548
item_549,pegajoso,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,549
item_550,peligroso,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,550
item_551,pesado,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,heavy,,551
item_552,pobre,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,552
item_553,primero,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,553
item_554,rÃ¡pido (descriptiv,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,554
item_555,rojo,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,red,,555
item_556,rosa,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,556
item_557,roto,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,broken,,557
item_558,ruidoso,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,558
item_559,seco,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,559
item_560,suave,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,soft,,560
item_561,sucio,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,dirty,,561
item_562,tonto,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,562
item_563,tranquilo,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,563
item_564,travieso,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,564
item_565,triste,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,sad,,565
item_566,Ãºlti,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,NA,,566
item_567,vacÃ�,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,empty,,567
item_568,verde,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,green,,568
item_569,viejo,Spanish (Mexican),WS,word,descriptive_words,predicates,adjectives,old,,569
item_570,ahorita/ahora,Spanish (Mexican),WS,word,time_words,other,other,now,,570
item_571,al rato,Spanish (Mexican),WS,word,time_words,other,other,NA,,571
item_572,antes,Spanish (Mexican),WS,word,time_words,other,other,NA,,572
item_573,ayer,Spanish (Mexican),WS,word,time_words,other,other,yesterday,,573
item_574,despuÃ�,Spanish (Mexican),WS,word,time_words,other,other,after,,574
item_575,dÃ�,Spanish (Mexican),WS,word,time_words,other,other,day,,575
item_576,en la maÃ±a,Spanish (Mexican),WS,word,time_words,other,other,NA,,576
item_577,en la noche,Spanish (Mexican),WS,word,time_words,other,other,NA,,577
item_578,en la tarde,Spanish (Mexican),WS,word,time_words,other,other,NA,,578
item_579,hoy,Spanish (Mexican),WS,word,time_words,other,other,today,,579
item_580,maÃ±a,Spanish (Mexican),WS,word,time_words,other,other,tomorrow,,580
item_581,noche,Spanish (Mexican),WS,word,time_words,other,other,night,,581
item_582,aquel,Spanish (Mexican),WS,word,pronouns,function_words,function_words,that,,582
item_583,aquella,Spanish (Mexican),WS,word,pronouns,function_words,function_words,that,,583
item_584,aquellas,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,584
item_585,aquellos,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,585
item_586,Ã©l (pronoun,Spanish (Mexican),WS,word,pronouns,function_words,function_words,he,,586
item_587,ella,Spanish (Mexican),WS,word,pronouns,function_words,function_words,her,,587
item_588,ellas,Spanish (Mexican),WS,word,pronouns,function_words,function_words,they,,588
item_589,ellos,Spanish (Mexican),WS,word,pronouns,function_words,function_words,they,,589
item_590,esa,Spanish (Mexican),WS,word,pronouns,function_words,function_words,that,,590
item_591,esas,Spanish (Mexican),WS,word,pronouns,function_words,function_words,those,,591
item_592,ese,Spanish (Mexican),WS,word,pronouns,function_words,function_words,that,,592
item_593,eso,Spanish (Mexican),WS,word,pronouns,function_words,function_words,that,,593
item_594,esos,Spanish (Mexican),WS,word,pronouns,function_words,function_words,those,,594
item_595,Ã©s,Spanish (Mexican),WS,word,pronouns,function_words,function_words,this,,595
item_596,Ã©st,Spanish (Mexican),WS,word,pronouns,function_words,function_words,these,,596
item_597,Ã©s,Spanish (Mexican),WS,word,pronouns,function_words,function_words,this,,597
item_598,esto,Spanish (Mexican),WS,word,pronouns,function_words,function_words,this,,598
item_599,Ã©st,Spanish (Mexican),WS,word,pronouns,function_words,function_words,these,,599
item_600,le,Spanish (Mexican),WS,word,pronouns,function_words,function_words,it,,600
item_601,les,Spanish (Mexican),WS,word,pronouns,function_words,function_words,them,,601
item_602,lo,Spanish (Mexican),WS,word,pronouns,function_words,function_words,him,,602
item_603,me,Spanish (Mexican),WS,word,pronouns,function_words,function_words,me,,603
item_604,mÃ,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,604
item_605,mÃ�,Spanish (Mexican),WS,word,pronouns,function_words,function_words,mine,,605
item_606,mÃ­,Spanish (Mexican),WS,word,pronouns,function_words,function_words,mine,,606
item_607,mÃ�,Spanish (Mexican),WS,word,pronouns,function_words,function_words,mine,,607
item_608,mÃ­,Spanish (Mexican),WS,word,pronouns,function_words,function_words,mine,,608
item_609,nosotros,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,609
item_610,nuestro,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,610
item_611,se,Spanish (Mexican),WS,word,pronouns,function_words,function_words,self,,611
item_612,su,Spanish (Mexican),WS,word,pronouns,function_words,function_words,his,,612
item_613,suya,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,613
item_614,suyas,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,614
item_615,suyo,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,615
item_616,suyos,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,616
item_617,te (pronouns),Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,617
item_618,tÃ,Spanish (Mexican),WS,word,pronouns,function_words,function_words,NA,,618
item_619,tÃ,Spanish (Mexican),WS,word,pronouns,function_words,function_words,you,,619
item_620,tuya,Spanish (Mexican),WS,word,pronouns,function_words,function_words,your,,620
item_621,tuyas,Spanish (Mexican),WS,word,pronouns,function_words,function_words,your,,621
item_622,tuyo,Spanish (Mexican),WS,word,pronouns,function_words,function_words,your,,622
item_623,tuyos,Spanish (Mexican),WS,word,pronouns,function_words,function_words,your,,623
item_624,yo,Spanish (Mexican),WS,word,pronouns,function_words,function_words,i,,624
item_625,cÃ³,Spanish (Mexican),WS,word,question_words,function_words,function_words,how,,625
item_626,cuÃ�,Spanish (Mexican),WS,word,question_words,function_words,function_words,which (question),,626
item_627,cuÃ¡n,Spanish (Mexican),WS,word,question_words,function_words,function_words,NA,,627
item_628,dÃ³n,Spanish (Mexican),WS,word,question_words,function_words,function_words,where (question),,628
item_629,por quÃ,Spanish (Mexican),WS,word,question_words,function_words,function_words,why,,629
item_630,quÃ© (question_word,Spanish (Mexican),WS,word,question_words,function_words,function_words,what,,630
item_631,quiÃ�,Spanish (Mexican),WS,word,question_words,function_words,function_words,who,,631
item_632,a,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,632
item_633,con,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,633
item_634,de,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,634
item_635,el (propositions),Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,635
item_636,en,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,636
item_637,entre,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,637
item_638,la,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,638
item_639,las,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,639
item_640,los,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,640
item_641,para,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,641
item_642,pero,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,642
item_643,un,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,643
item_644,una,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,644
item_645,unas,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,645
item_646,unos,Spanish (Mexican),WS,word,prepositions,function_words,function_words,NA,,646
item_647,asÃ,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,647
item_648,bien,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,648
item_649,despacio,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,649
item_650,mal,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,650
item_651,mÃ�,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,more,,651
item_652,mucho,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,a lot,,652
item_653,nada,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,nothing,,653
item_654,no,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,654
item_655,no hay,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,none,,655
item_656,otro/otra vez,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,again,,656
item_657,poco/poquito,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,657
item_658,rÃ¡pido (quantifier,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,658
item_659,sÃ,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,NA,,659
item_660,todo,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,all,,660
item_661,ya,Spanish (Mexican),WS,word,quantifiers,function_words,function_words,already,,661
item_662,abajo,Spanish (Mexican),WS,word,locations,function_words,function_words,down,,662
item_663,adentro,Spanish (Mexican),WS,word,locations,function_words,function_words,inside,,663
item_664,afuera,Spanish (Mexican),WS,word,locations,function_words,function_words,out,,664
item_665,ahÃ,Spanish (Mexican),WS,word,locations,function_words,function_words,there,,665
item_666,allÃ,Spanish (Mexican),WS,word,locations,function_words,function_words,NA,,666
item_667,allÃ,Spanish (Mexican),WS,word,locations,function_words,function_words,NA,,667
item_668,aquÃ,Spanish (Mexican),WS,word,locations,function_words,function_words,here,,668
item_669,arriba,Spanish (Mexican),WS,word,locations,function_words,function_words,up,,669
item_670,atrÃ�,Spanish (Mexican),WS,word,locations,function_words,function_words,back (location),,670
item_671,cerca,Spanish (Mexican),WS,word,locations,function_words,function_words,NA,,671
item_672,encima,Spanish (Mexican),WS,word,locations,function_words,function_words,on,,672
item_673,enfrente,Spanish (Mexican),WS,word,locations,function_words,function_words,NA,,673
item_674,lejos,Spanish (Mexican),WS,word,locations,function_words,function_words,NA,,674
item_675,entonces,Spanish (Mexican),WS,word,connecting_words,function_words,function_words,NA,,675
item_676,luego,Spanish (Mexican),WS,word,connecting_words,function_words,function_words,NA,,676
item_677,o,Spanish (Mexican),WS,word,connecting_words,function_words,function_words,NA,,677
item_678,pues,Spanish (Mexican),WS,word,connecting_words,function_words,function_words,NA,,678
item_679,que (connection word),Spanish (Mexican),WS,word,connecting_words,function_words,function_words,NA,,679
item_680,y,Spanish (Mexican),WS,word,connecting_words,function_words,function_words,NA,,680
item_681,does your child ever talk about past events or people who are not present?,Spanish (Mexican),WS,how_use_words,NA,NA,NA,NA,,681
item_682,does your child ever talk about something that's going to happen in the future?,Spanish (Mexican),WS,how_use_words,NA,NA,NA,NA,,682
item_683,does your child talk about objects that are not present?,Spanish (Mexican),WS,how_use_words,NA,NA,NA,NA,,683
item_684,does your child understand if you ask for something that is not in the room?,Spanish (Mexican),WS,how_use_words,NA,NA,NA,NA,,684
item_685,does your child ever pick up or point to an object and name an absent person to whom the object belongs?,Spanish (Mexican),WS,how_use_words,NA,NA,NA,NA,,685
item_686,acaba (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,686
item_687,acabas (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,687
item_688,acabamos (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,688
item_689,acabo (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,689
item_690,come (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,690
item_691,comemos (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,691
item_692,comes (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,692
item_693,como (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,693
item_694,sube (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,694
item_695,subes (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,695
item_696,subimos (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,696
item_697,subo (present),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,697
item_698,acabÃ© (pas,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,698
item_699,acabÃ³ (pas,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,699
item_700,comÃ­ (pas,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,700
item_701,comiÃ³ (pas,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,701
item_702,subÃ­ (pas,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,702
item_703,subiÃ³ (pas,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,703
item_704,acaba (imperative),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,704
item_705,acÃ¡bate (imperativ,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,705
item_706,come (imperative),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,706
item_707,cÃ³mete (imperativ,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,707
item_708,sube (imperative),Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,708
item_709,sÃºbete (imperativ,Spanish (Mexican),WS,word_forms,NA,NA,NA,NA,,709
item_710,combine,Spanish (Mexican),WS,combine,NA,NA,NA,NA,,710
item_711,nene quiere / quiero paleta,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,711
item_712,tuyo esto / este es tuyo,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,712
item_713,Tito malo / soy malo,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,713
item_714,Pepe uvas / quiero uvas,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,714
item_715,agua vamos / vamos al agua,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,715
item_716,a silla / en la silla,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,716
item_717,pollo no / no quiero pollo,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,717
item_718,Paloma llorando / Paloma estÃ¡ lloran,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,718
item_719,mÃ­o lÃ¡piz / Ã©ste es mi ,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,719
item_720,mÃ¡s leche / dame mÃ¡s l,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,720
item_721,papo mami / el zapato es de mami,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,721
item_722,no aquÃ­ / Ã©se no estÃ¡,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,722
item_723,rompiÃ³ globo / se rompiÃ³ el g,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,723
item_724,leche caliente / la leche estÃ¡ calien,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,724
item_725,duele panza / me duele la panza,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,725
item_726,guaguÃ¡ grande / tengo un perro gran,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,726
item_727,calle allÃ¡ estÃ¡ / allÃ¡ estÃ¡ ,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,727
item_728,puse a mano / lo puse en mi mano,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,728
item_729,acabÃ³ agua / se me acabÃ³ el ,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,729
item_730,fue casa / se fue a su casa,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,730
item_731,silla subir / me quiero subir a la silla,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,731
item_732,Marta papÃ¡ / quiero ir con pap,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,732
item_733,bravo Tello circo / dije bravo en el circo,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,733
item_734,papÃ¡ calle / papÃ¡ se fue a trab,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,734
item_735,ya puse / ya se lo puse,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,735
item_736,Chalo osito coche / Chalo dejÃ³ el osito en el coc,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,736
item_737,lÃ¡piz dibujar / dibujo con el lÃ�,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,737
item_738,ya pintÃ© / ya acabÃ© de pi,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,738
item_739,nene rompiÃ³ bici Danny / el niÃ±o rompiÃ³ la bici de,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,739
item_740,pone no / no lo pongas,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,740
item_741,vamos comer papas carne / vamos a comer papas y carne,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,741
item_742,niÃ±o llora cayÃ³ / el niÃ±o llora porque se,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,742
item_743,mamÃ¡ nene compra / mamÃ¡ y nene fueron a com,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,743
item_744,abre dame galleta / abre la caja y dame una galleta,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,744
item_745,no toca; quemas / no lo toques porque te quemas,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,745
item_746,quiero libro papÃ¡ / quiero el libra que comprÃ³ p,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,746
item_747,pongo agua flores / pongo agua para que crezcan las flores,Spanish (Mexican),WS,complexity,NA,NA,NA,NA,syntax,747
