"","data_id","age","ethnicity","mom_ed","sex","age_y","college_grad","total","M1_F","M1_SE","M2_F","M2_SE","M3_F","M3_SE"
"520",129924,21,"White","College","Male",1,1,2,-0.56029781584801,0.266153145691407,-1.13933228115475,0.457657712136943,-0.17774625668944,0.139051015207501
"521",129926,21,"White","Some College","Male",1,0,16,0.505257034207569,0.106408984582923,0.901552615306115,0.235696620888247,0.508425707408878,0.0750852509213172
"522",129927,20,"Black","College","Female",1,1,15,0.476757794142133,0.10652100271035,0.824688969592293,0.230943297073845,0.484553083700522,0.073840731963322
"523",129928,20,"White","Secondary","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"524",129929,19,NA,"Some College","Female",1,0,7,0.0873443882899941,0.136792568599724,0.084167716046843,0.317383489284088,0.240287911318116,0.102856166377597
"525",129930,20,"White","College","Female",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"526",129931,20,"White","Some College","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"527",129932,19,"White","Graduate","Male",1,0,9,0.152322261028717,0.12695592709724,0.228140372475777,0.324928435936407,0.28591010105832,0.105648888546663
"528",129933,29,"White","Secondary","Female",0,0,5,-0.128956056645141,0.169434975317227,-0.260745571616151,0.269768147930394,0.124304747739527,0.0879228861764279
"529",129934,28,"White","Some College","Male",0,0,15,0.496284039977552,0.106900753933478,0.903252457017736,0.235613007684724,0.509146893277293,0.0750657605738826
"530",129935,28,"White","Some College","Female",0,0,22,0.759667697049646,0.0944302428881383,1.38873167082342,0.185532390989352,0.669233360624103,0.0567798802007808
"531",129936,28,"White","College","Female",0,1,22,0.759134935723277,0.0945909412399078,1.38929630398788,0.185492166537293,0.669385491493106,0.0567711497433702
"532",129938,27,"Black","Some College","Male",0,0,24,0.827511016912002,0.0909324615385258,1.5314796230891,0.162271895844813,0.713921246101819,0.0568684985400991
"533",129939,27,"White","Some College","Female",0,0,5,-0.164578373758419,0.175731201694738,-0.336883012245851,0.330259297103578,0.0998040924104269,0.106375408019216
"534",129940,29,"White","College","Male",0,1,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"535",129941,27,"White","Some Graduate","Female",0,1,20,0.691588254557062,0.104504331349259,1.27490187834911,0.177238739696317,0.636194744545016,0.0566019636090899
"536",129942,27,"White","Some College","Female",0,0,17,0.578369984628564,0.0884678418902996,1.0777382276147,0.186393051947512,0.565783933775718,0.0643677406958686
"537",129943,29,"White","Graduate","Female",0,0,25,0.85519288993134,0.0994864486454241,1.57008692368087,0.162049038315991,0.728908621442452,0.0590834592668435
"538",129944,28,"White","Secondary","Female",0,0,5,-0.118155929126516,0.167576182915106,-0.252702525235262,0.26352206662787,0.126571645135761,0.0864388900944669
"539",129945,27,"White","Secondary","Female",0,0,16,0.517743387017624,0.104979708420128,0.924181689111361,0.233919950801561,0.515234228084698,0.0747720419341456
"540",129946,27,"White","Secondary","Female",0,0,15,0.488199862748596,0.106974522318168,0.852426233389039,0.234595983930815,0.493180501655222,0.0747211046818688
"541",129947,26,"White","Some College","Male",0,0,13,0.39515576893872,0.0985103337938979,0.654153873988667,0.162571655346139,0.428443771980633,0.0553851413679815
"542",129948,27,"White","College","Male",0,1,33,1.31112620543478,0.144357769273526,2.37656141066338,0.24672205403452,0.997357558902725,0.0802849623836985
"543",129949,27,"Asian","Graduate","Male",0,0,5,-0.100729705064404,0.164629885026406,-0.230758098965469,0.247768549640089,0.134034955903362,0.082183132951598
"544",129950,27,"White","Some Graduate","Female",0,1,12,0.343015494615392,0.107885870174031,0.598535702824589,0.145467980179314,0.409247536872161,0.0485871994642639
"545",129951,27,"White","Some College","Male",0,0,5,-0.15445227379945,0.173916271361483,-0.310824905556204,0.310065479961154,0.108068395582834,0.0999523379541859
"546",129952,27,"White","College","Male",0,1,4,-0.193763732303171,0.181073201702635,-0.369056767623258,0.35347221742151,0.0901584026606274,0.11368425769814
"547",129953,27,"White","Some College","Male",0,0,1,-0.796030432537826,0.341248111513252,-1.69163513172636,0.968958625867251,-0.267658357766512,0.215832831912623
"548",129954,26,"White","College","Female",0,1,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"549",129955,27,"White","College","Female",0,1,2,-0.548372859403558,0.262778136042253,-1.09867316453525,0.442833857867087,-0.165039106624452,0.14297682255427
"550",129956,26,"White","Some College","Female",0,0,3,-0.347937896427451,0.212407488750437,-0.722602874622293,0.474625457440335,-0.0282777015903839,0.163904866098884
"551",129957,26,"White","Secondary","Female",0,0,26,0.944486830753849,0.105434977552978,1.70681586765318,0.198268630439766,0.780193884946701,0.0650288659148735
"552",129958,26,"White","Secondary","Male",0,0,10,0.300739082610459,0.115418730056511,0.560771013256414,0.158255481319126,0.396618826003772,0.0524899012078691
"553",129959,26,"Hispanic","Secondary","Male",0,0,15,0.464994653647456,0.105456109308014,0.787313042486775,0.222495809615395,0.472942472775966,0.071853212638086
"554",129960,26,"White","College","Female",0,1,20,0.663172855260116,0.100342362452547,1.23468148039787,0.167946640531737,0.623252269877417,0.0555587328668962
"555",129961,25,"White","College","Male",0,1,2,-0.537251770252112,0.2596694773847,-1.08902420081784,0.440923812158585,-0.161857961555527,0.144060623621282
"556",129962,24,"White","Graduate","Female",1,0,23,0.795852259132906,0.0861443335712365,1.46811300551665,0.173523936509408,0.692403829204352,0.0556108237482054
"557",129963,25,"White","Secondary","Female",0,0,7,0.00775997798669701,0.14803071286813,-0.112864574101479,0.240457217211648,0.175445122203881,0.0820869846036309
"558",129964,24,"White","Secondary","Female",1,0,12,0.33449209114797,0.109716696001558,0.590900367355999,0.146248549746362,0.406711432430366,0.0486592417242691
"559",129965,26,"White","Secondary","Female",0,0,24,0.804255464286529,0.0861984335241851,1.48274046949055,0.170481620851197,0.697086031499182,0.055623747708376
"560",129966,25,"White","College","Male",0,1,10,0.328737349839454,0.110881293699043,0.596410294633304,0.145587442299513,0.40858852554672,0.0485715276413909
"561",129967,24,"White","Some Graduate","Female",1,1,21,0.734921419678408,0.101005352868984,1.35882703932325,0.186524591585947,0.660785150337398,0.0571652704896785
"562",129969,21,"White","Secondary","Male",1,0,25,0.886252541834468,0.106034971091199,1.61318078438793,0.170343691902386,0.74627981371289,0.0617406219140217
"563",129970,21,"White","Some College","Male",1,0,3,-0.386101440480587,0.221098897337619,-0.843423043965027,0.469766917852518,-0.0736501709433618,0.165127477645975
"564",129972,21,"White","College","Male",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"565",129973,20,"White","Secondary","Female",1,0,4,-0.131533570652981,0.16988213840628,-0.244480489546599,0.257354085163906,0.129679360557287,0.0845374644528772
"566",129974,24,"White","Secondary","Male",1,0,18,0.603297611043485,0.0851821717816439,1.13127939425868,0.164512871643946,0.585684310965614,0.0583988979469782
"567",129975,24,"White","College","Female",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"568",129976,24,"White","College","Female",1,1,11,0.325500038572947,0.111505592833323,0.583318181694636,0.147986230817558,0.404111871250798,0.04911686930393
"569",129978,23,"White","College","Female",1,1,15,0.457206245798373,0.104482777983803,0.773765054064832,0.218422003327411,0.468618210122963,0.0708697333386916
"570",129979,24,"White","Secondary","Male",1,0,1,-0.796030432537826,0.341248111513252,-1.69163513172636,0.968958625867251,-0.267658357766512,0.215832831912623
"571",129980,23,"White","Some Graduate","Male",1,1,15,0.448400146212258,0.103205228311573,0.753727037724708,0.211407970916425,0.46215352222315,0.069145761201795
"572",129981,24,"White","Some College","Female",1,0,1,-0.796030432537826,0.341248111513252,-1.69163513172636,0.968958625867251,-0.267658357766512,0.215832831912623
"573",129982,23,"White","Secondary","Male",1,0,1,-0.827420432632645,0.352311982584153,-1.82554989756563,1.05380059199749,-0.291081490112645,0.25347234551779
"574",129983,24,"White","Secondary","Female",1,0,18,0.641867446793045,0.0944224499484288,1.2020228094192,0.160838546958772,0.612081628862401,0.0549928750499927
"575",129984,25,"White","College","Male",0,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"576",129985,24,"White","Secondary","Male",1,0,4,-0.257740502940351,0.193395092053099,-0.518529376835376,0.43276995918252,0.0416013005426678,0.143325825723015
"577",129987,23,"White","Graduate","Female",1,0,24,0.86608635639112,0.102322370925108,1.58734363747818,0.164425783072615,0.735941946618496,0.0602058683834712
"578",129988,25,"White","College","Female",0,1,24,0.812869782383267,0.0872904957956069,1.50224236111411,0.166601008205966,0.703446362806045,0.0558765632557779
"579",129989,26,"White","Secondary","Female",0,0,1,-0.730328077885684,0.318817414346896,-1.3733490722279,0.684545921122731,-0.222703930844083,0.150005107752029
"580",129990,19,"White","Secondary","Female",1,0,11,0.28533247011217,0.117064054796969,0.538219557822724,0.173828183752408,0.389045304003021,0.0579843386828935
"581",129991,19,"White","Graduate","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"582",129992,20,"White","College","Male",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"583",129993,19,"White","Some College","Female",1,0,14,0.422879786197564,0.0994858845138097,0.70710796903991,0.190727274837082,0.446799692773173,0.063805893761701
"584",129994,25,"White","Secondary","Male",0,0,17,0.580086688294641,0.0880076275329123,1.08590885143943,0.182684490291409,0.568696666301978,0.0634606615973616
"585",129995,24,"White","College","Female",1,1,3,-0.399041152025164,0.224138343640424,-0.872053322493092,0.465960973636403,-0.0852381555348919,0.164018254471956
"586",129996,24,"White","Graduate","Female",1,0,28,1.02050342666711,0.102439770074249,1.87951432008479,0.214483917351061,0.831693084270735,0.0672933314874581
"587",129997,23,"White","Some College","Male",1,0,5,-0.158866736837905,0.174705059339027,-0.322780810344933,0.319463918203931,0.104353997304293,0.10284468675456
"588",129998,23,"Black","College","Male",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"589",129999,23,"White","Some College","Male",1,0,7,0.109487975331675,0.133436625261356,0.131448867948529,0.3248361824118,0.254958031541218,0.105069892702742
"590",130000,23,"White","Secondary","Male",1,0,4,-0.257740502940351,0.193395092053099,-0.518529376835376,0.43276995918252,0.0416013005426678,0.143325825723015
"591",130001,23,"White","Some College","Male",1,0,2,-0.424958919982472,0.230370563407337,-0.844300518150603,0.469663440447865,-0.0725745664047561,0.165201601754325
"592",130002,24,"White","College","Male",1,1,1,-0.796030432537826,0.341248111513252,-1.69163513172636,0.968958625867251,-0.267658357766512,0.215832831912623
"593",130003,22,"White","Graduate","Female",1,0,17,0.552796578188051,0.0965575102546477,1.02293412925337,0.209659271256934,0.546714840659469,0.069755897885296
"594",130004,23,"White","College","Male",1,1,8,0.0939575329701068,0.135802607604233,0.0448582375659236,0.307487115372752,0.227495010789741,0.0999772174895733
"595",130006,22,"White","Some College","Female",1,0,6,-0.0764746266827628,0.160647606111157,-0.217824667988937,0.239875281701533,0.13817224392759,0.0803437462753734
"596",130007,21,"White","Some Graduate","Female",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"597",130008,21,"White","Graduate","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"598",130009,21,"White","Graduate","Female",1,0,1,-0.827420432632645,0.352311982584153,-1.82554989756563,1.05380059199749,-0.291081490112645,0.25347234551779
"599",130010,21,"White","Some College","Male",1,0,14,0.382955858875606,0.0997474135061781,0.636324869018135,0.154022356689148,0.422187717308037,0.0523996726875738
"600",130011,21,"White","College","Male",1,1,4,-0.2258421614962,0.187141521764998,-0.391313991722664,0.368263548671039,0.0831068464222335,0.118787889123011
"601",130012,21,"White","College","Male",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"602",130013,23,"White","Some College","Male",1,0,2,-0.531842049188145,0.258170870743735,-1.09786570381814,0.442651895339775,-0.165033490749711,0.142978716313695
"603",130014,22,"Hispanic","College","Female",1,1,5,-0.123347621459627,0.168466687085191,-0.255899056975466,0.265983193921324,0.125848722641189,0.0869039628495223
"604",130015,22,"White","Graduate","Male",1,0,8,0.0886844762609579,0.136592927161647,0.0331941559689268,0.303907423843572,0.22395771047446,0.0990341157165168
"605",130017,22,"White","Some College","Female",1,0,8,0.131251209799986,0.130083484887709,0.159034574130144,0.326942027994276,0.263775654622171,0.10581416356832
"606",130019,22,"White","Some Graduate","Male",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"607",130022,23,"White","Secondary","Female",1,0,15,0.44447982017966,0.102601324794028,0.750115856276394,0.210019457526503,0.461220551840103,0.0688715040742239
"608",130023,23,"Black","Some College","Male",1,0,2,-0.537251770252112,0.2596694773847,-1.08902420081784,0.440923812158585,-0.161857961555527,0.144060623621282
"609",130024,22,"White","Some Graduate","Male",1,1,21,0.700915290616465,0.104758764753661,1.28164339535631,0.178586411112442,0.638144047151746,0.0567379215051415
"610",130025,16,"White","College","Female",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"611",130029,28,"White","Secondary","Female",0,0,22,0.753171342989813,0.0963575852457058,1.37987279748975,0.186061046538714,0.666746199145235,0.0569152374294961
"612",130030,29,"White","Secondary","Female",0,0,33,1.27654737062799,0.137665601400835,2.31914612801266,0.244692481838985,0.978926344846031,0.0798978490939969
"613",130031,28,"White","College","Male",0,1,1,-0.77483351549896,0.333899343222891,-1.57723556328367,0.881036405485197,-0.250762453530939,0.18835212940257
"614",130033,19,"White","Some College","Male",1,0,1,-0.827420432632645,0.352311982584153,-1.82554989756563,1.05380059199749,-0.291081490112645,0.25347234551779
"615",130034,18,"White","Graduate","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"616",130037,19,"Other",NA,"Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"617",130038,17,"White","College","Female",1,1,8,0.0835598527633729,0.137353657673945,0.00914118990364093,0.295613906423155,0.216092989433055,0.0967251283896242
"618",130040,17,"White","Secondary","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"619",130042,16,"White","College","Female",1,1,2,-0.549967655214688,0.263227000996654,-1.11535132111414,0.44754325272004,-0.170317759893411,0.141242457161274
"620",130044,18,"White","Some College","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"621",130046,17,"White","Graduate","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"622",130047,18,"White","Graduate","Female",1,0,5,-0.147967873756038,0.172764453309371,-0.301958790803957,0.30297960192812,0.111009059502126,0.09767236773707
"623",130050,16,"White","Some College","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"624",130052,28,"White","Graduate","Male",0,0,13,0.371184160664601,0.101740534103652,0.622661370472849,0.148945837012918,0.417446190424689,0.0504268304827204
"625",130053,28,"White","College","Female",0,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"626",130054,28,"White","College","Male",0,1,13,0.426130965150455,0.0998842758856673,0.720723706185915,0.197355660969945,0.451547485233372,0.065644681559298
"627",130055,18,"White","Some College","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"628",130056,27,"White","Some College","Female",0,0,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"629",130057,28,"White","College","Male",0,1,24,0.80996827098344,0.0868144021706636,1.49568938571192,0.167855987753552,0.701346593843605,0.0557622222007386
"630",130058,27,"White","Some College","Male",0,0,25,0.886362992273961,0.10604937888756,1.61914829387245,0.172002460726569,0.748785585335519,0.062078657549174
"631",130059,27,"White","College","Female",0,1,28,1.01404815016669,0.101580831983108,1.86322911867531,0.215276809943381,0.82691171635908,0.0671247531388424
"632",130060,26,"White","College","Female",0,1,11,0.276167448079547,0.117789248268791,0.530351212887987,0.179913696865321,0.386328275240712,0.0601838742677836
"633",130061,26,"White","College","Male",0,1,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"634",130062,26,"White","Secondary","Male",0,0,5,-0.0996634776387667,0.164451835627654,-0.224200086746434,0.243603425766642,0.136265963209543,0.0811394665660185
"635",130063,27,"White","College","Female",0,1,23,0.803226798729831,0.0861361512691787,1.48218160824442,0.170597498917235,0.696883809021462,0.0556202563222647
"636",130064,26,"White","College","Male",0,1,6,-0.0846503087694167,0.161973587069726,-0.22492260295725,0.24404676706507,0.135521113000043,0.081474781508329
"637",130065,27,"White","Secondary","Male",0,0,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"638",130066,16,"White","Some College","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"639",130067,28,"White","Graduate","Male",0,0,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"640",130069,26,"White","Some College","Male",0,0,27,0.92554895850251,0.107210285704317,1.66914271984539,0.187440816814476,0.767435464636757,0.0640972074431856
"641",130070,26,"White","College","Female",0,1,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"642",130071,26,"White","Secondary","Female",0,0,31,1.15792746476835,0.122676048760911,2.11956469285664,0.213201109099084,0.912308115811133,0.0725258757923189
"643",130072,18,"White","Secondary","Female",1,0,2,-0.454368300810668,0.237679639031698,-0.948002315351723,0.452666848121688,-0.111668055887082,0.159404497739552
"644",130074,19,"White","College","Male",1,1,20,0.642344625859464,0.0945713007629283,1.1983396283456,0.160226617460604,0.610763978301751,0.0549838895928612
"645",130075,27,"White","Some College","Female",0,0,25,0.843746161594447,0.0960391391121078,1.55450566406963,0.161222610947504,0.722662699209046,0.0580978156590263
"646",130076,26,"White","Secondary","Male",0,0,14,0.389063380447879,0.099005550874427,0.644259682041105,0.157631618651083,0.424979582761357,0.0537038558556739
"647",130077,26,"White","Graduate","Female",0,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"648",130078,27,"White","Graduate","Male",0,0,34,1.40589821376753,0.164046623496952,2.51748137434248,0.269706891032986,1.04254289804765,0.088360455167705
"649",130079,27,"Black","Graduate","Female",0,0,17,0.600457788431865,0.0851114910322596,1.14399408017248,0.161146321138429,0.590583888120188,0.0572115325587575
"650",130081,26,"White","Some College","Female",0,0,2,-0.566760834530866,0.268000295909211,-1.12474422025872,0.4510251184639,-0.173608964376105,0.140225338526956
"651",130082,25,"White","College","Male",0,1,7,0.161118104933,0.125743053453327,0.324402707543371,0.304106523049779,0.317614632087362,0.0999452454870219
"652",130083,25,"White","Graduate","Female",0,0,12,0.424076101731867,0.0996276965599974,0.729691849821197,0.201469536283726,0.454740586650876,0.0667873326193253
"653",130084,25,"White","College","Female",0,1,1,-0.77483351549896,0.333899343222891,-1.57723556328367,0.881036405485197,-0.250762453530939,0.18835212940257
"654",130085,25,"White","Some Graduate","Female",0,1,20,0.648038434019464,0.0963082810349746,1.20537626229876,0.161443375843157,0.613274141848306,0.0550141849601837
"655",130086,25,"White","College","Female",0,1,32,1.26877727749936,0.136224314867161,2.31139266280774,0.244216423647735,0.97631770042839,0.0797890364402327
"656",130087,25,"White","College","Female",0,1,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"657",130088,24,"White","Secondary","Female",1,0,25,0.82956481931085,0.0915529379948483,1.52992174481141,0.162430405513611,0.713327020626677,0.056795681743298
"658",130089,25,"White","Secondary","Female",0,0,10,0.247469807733526,0.119235981701955,0.489352599585356,0.212546683254673,0.372393003188134,0.0714635200573818
"659",130090,25,"White","College","Male",0,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"660",130091,24,"White","College","Female",1,1,15,0.515764420893716,0.105264660583084,0.930971125603256,0.233107474425799,0.517158155975763,0.074631601077519
"661",130092,24,"White","College","Male",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"662",130093,18,"White","College","Female",1,1,7,0.0115341589025095,0.147503544379299,-0.112032553238892,0.240821609506813,0.175410631764086,0.0820752355868211
"663",130094,18,"White","Graduate","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"664",130096,25,"White","Secondary","Female",0,0,4,-0.206974557350386,0.183546628783382,-0.393808079255508,0.369854412780818,0.0823075236515646,0.11935110968764
"665",130097,26,"White","College","Male",0,1,19,0.66426335903627,0.100590437677605,1.24105416993804,0.169490138351579,0.62537552914956,0.0557272388194003
"666",130098,24,"White","College","Female",1,1,23,0.841093908212739,0.0951986282579917,1.56441323877251,0.161598853385136,0.726748620466972,0.0587380341715014
"667",130099,25,"White","Some College","Female",0,0,37,2.11055950157113,0.428369026430466,4.13792257876096,0.585711366351637,1.61974863179879,0.277810679753226
"668",130102,18,"White","Secondary","Female",1,0,4,-0.245287762077767,0.190926623844042,-0.481377420047229,0.41732312500047,0.0546717388086606,0.136654312086842
"669",130103,24,"White","Graduate","Female",1,0,21,0.675766197704067,0.10279564310943,1.24510574530581,0.17047035984642,0.626645896136137,0.0558316798305982
"670",130104,24,"White","Graduate","Male",1,0,31,1.15120254636545,0.122228158723127,2.10682858978612,0.210850386523922,0.907906522920765,0.0719505203254929
"671",130105,17,"White","College","Female",1,1,2,-0.55326830984046,0.264158438523621,-1.12198597600032,0.449939110846294,-0.173161446942009,0.140359886017619
"672",130106,17,"White","Some Secondary","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"673",130110,23,"White","Graduate","Female",1,0,33,1.33220362161388,0.14856282106497,2.41501408107984,0.247937323305457,1.00958822161828,0.080568250851422
"674",130111,27,"White","Secondary","Male",0,0,26,0.909387449143469,0.107645154753535,1.64597722973886,0.180161295419243,0.758981000393683,0.0632905027976403
"675",130112,25,"White","Secondary","Female",0,0,1,-0.816840995078455,0.348559845864672,-1.71443996980024,0.984715929462237,-0.271325000470131,0.221827911487808
"676",130113,25,"White","Graduate","Female",0,0,25,0.85550576000586,0.0995748394129657,1.57214714642073,0.162254357294133,0.729761892621294,0.0592204339711678
"677",130114,24,"White","College","Male",1,1,5,-0.153552581278035,0.173755973330745,-0.314636791615103,0.313083632887775,0.106912733256131,0.100851736893986
"678",130116,23,"White","Graduate","Female",1,0,27,0.962210291917919,0.103141450831413,1.73834645514743,0.205575523570124,0.790058719023555,0.0655819515724449
"679",130117,23,"White","Secondary","Female",1,0,1,-0.827420432632645,0.352311982584153,-1.82554989756563,1.05380059199749,-0.291081490112645,0.25347234551779
"680",130118,23,"White","Graduate","Female",1,0,2,-0.456092167526684,0.238115993690741,-0.948635774705343,0.452546217314237,-0.112837178880264,0.159135589646963
"681",130119,23,"White","Graduate","Female",1,0,18,0.605420632809165,0.0853157924437129,1.13703969309215,0.162852356694784,0.587973409696836,0.0578195730891898
"682",130120,24,"White","Some Graduate","Female",1,1,30,1.08312900306248,0.114811308509771,1.99771842131834,0.203935052886825,0.869350990108298,0.0686328151258728
"683",130121,23,"White","College","Female",1,1,11,0.338383723085929,0.108894250538892,0.597728064274551,0.145504547620996,0.409006745913826,0.0485787522885531
"684",130122,22,"White","College","Female",1,1,22,0.74517664694332,0.0985682795275694,1.36071026071622,0.186529349943818,0.661286439377589,0.0571490717242001
"685",130123,24,"White","Graduate","Male",1,0,21,0.715170965782267,0.104060813794607,1.30567710880364,0.182618334929744,0.645374009384647,0.0571226979239522
"686",130124,23,"White","College","Male",1,1,20,0.680807242828835,0.103511653561635,1.2591608943016,0.173794723147489,0.631126198634773,0.0562054060189438
"687",130126,22,"White","Some Secondary","Female",1,0,13,0.452686907222278,0.103845055654279,0.793147263477285,0.224083717879177,0.475020202879784,0.0722781869763076
"688",130127,22,"White","Secondary","Female",1,0,11,0.272482025952184,0.118035519447852,0.523847399154606,0.185065612517981,0.384209587422984,0.0619275998538845
"689",130128,22,"White","Secondary","Female",1,0,3,-0.399041152025164,0.224138343640424,-0.872053322493092,0.465960973636403,-0.0852381555348919,0.164018254471956
"690",130129,22,"White","Graduate","Male",1,0,2,-0.535945904226616,0.259306912058528,-1.09990544888553,0.443119527678575,-0.165592454776202,0.142790633352449
"691",130130,22,"White","Graduate","Female",1,0,14,0.417637358269754,0.0989404980168543,0.69345437220522,0.183682650527618,0.442105342509193,0.0618291337072665
"692",130131,23,"White","Secondary","Male",1,0,7,0.0777698872743932,0.138204242706515,0.0255357538473221,0.30139890029061,0.221809000737629,0.0984316932946388
"693",130132,22,"White","Graduate","Female",1,0,2,-0.525600515277353,0.256452865794876,-1.08438581704032,0.440204560596106,-0.160262552298944,0.14461048801384
"694",130133,23,"White","Graduate","Male",1,0,12,0.363584489418122,0.103301668479986,0.623083738741764,0.14907552906345,0.417632757378116,0.0504958925085895
"695",130134,22,"White","Secondary","Female",1,0,9,0.208592510416165,0.120984678297237,0.408755938291483,0.266789455216689,0.344935132431126,0.0890828028432128
"696",130135,22,"White","Graduate","Male",1,0,10,0.194482630339613,0.122034832366417,0.371366688251695,0.285699782938847,0.332393472830138,0.0948244845858169
"697",130136,22,"White","Some College","Female",1,0,6,-0.0764746266827628,0.160647606111157,-0.217824667988937,0.239875281701533,0.13817224392759,0.0803437462753734
"698",130137,22,"White","College","Female",1,1,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"699",130138,28,"White","Some College","Female",0,0,25,0.845045758822247,0.0964471951281469,1.55600118831114,0.161246049639473,0.723264786242802,0.0581905178510139
"700",130141,19,"White","College","Female",1,1,4,-0.190496472684664,0.180466882258418,-0.358737492142489,0.346256231881267,0.0931358359707785,0.111462941039897
"701",130144,19,"White","Secondary","Male",1,0,12,0.37947605443948,0.100267677832262,0.634837295547435,0.153391845915311,0.421712614168801,0.0521855313266868
"702",130145,19,"White","Some College","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"703",130146,17,"White","Graduate","Female",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"704",130147,20,"White","Some College","Male",1,0,0,-1.34153572636148,0.54687471002919,-3.54008064433544,0.969588116886763,-1.56863406423416,0.850760542398839
"705",130149,28,"White","College","Female",0,1,32,1.21932394501529,0.128277425152198,2.22083753520348,0.233399665044554,0.946816331146552,0.077274208348822
"706",130150,29,"White","College","Female",0,1,35,1.46650124279571,0.178451030533543,2.60847163994477,0.328588119624577,1.07276446407247,0.110271706623679
"707",130151,29,"White","Secondary","Male",0,0,31,1.11811498372018,0.119572056969517,2.0552284521213,0.204181064143034,0.88947729568741,0.0699556295572843
